"";"user_id";"reading_index";"part_id";"duration"
"12618";"User_824";"6";1056865;35
"12620";"User_824";"7";1056909;5
"12621";"User_824";"8";1056928;3
"12622";"User_824";"9";1056945;1
"10345";"User_825";"1";1056909;9
"10346";"User_825";"2";1056945;1
"10347";"User_825";"3";1056928;56
"10348";"User_825";"4";1056955;NA
"10533";"User_825";"5";1056909;5
"10534";"User_825";"6";1056928;1
"10535";"User_825";"7";1056945;1
"10536";"User_825";"8";1056955;NA
"10350";"User_826";"1";1056764;213
"10424";"User_826";"10";1057074;1098
"10436";"User_826";"11";1057141;NA
"10494";"User_826";"12";1056909;157
"10495";"User_826";"13";1056928;8
"10496";"User_826";"14";1056945;2
"10497";"User_826";"15";1056955;10
"10498";"User_826";"16";1056980;2
"10499";"User_826";"17";1057023;248
"10500";"User_826";"18";1057074;1
"10501";"User_826";"19";1057141;832
"10351";"User_826";"2";1056793;347
"10502";"User_826";"20";1057179;NA
"10540";"User_826";"21";1057179;NA
"10791";"User_826";"22";1057199;NA
"11053";"User_826";"23";1057253;26
"11054";"User_826";"24";1057253;NA
"11106";"User_826";"25";1057253;1
"11107";"User_826";"26";1057300;1
"11108";"User_826";"27";1057363;991
"11109";"User_826";"28";1057300;477
"11115";"User_826";"29";1057363;513
"10360";"User_826";"3";1056865;457
"11117";"User_826";"30";1057409;998
"11122";"User_826";"31";1057443;59
"11124";"User_826";"32";1057502;39
"11126";"User_826";"33";1057569;1097
"11144";"User_826";"34";1057671;5
"11145";"User_826";"35";1057759;NA
"11307";"User_826";"36";1057409;1179
"11308";"User_826";"37";1057443;1
"11309";"User_826";"38";1057502;2885
"11337";"User_826";"39";1057253;2
"10369";"User_826";"4";1056909;55
"11338";"User_826";"40";1057300;1
"11339";"User_826";"41";1057363;8
"11340";"User_826";"42";1057179;2
"11341";"User_826";"43";1057199;5
"11342";"User_826";"44";1056980;2
"11343";"User_826";"45";1057023;7
"11344";"User_826";"46";1057074;32
"11345";"User_826";"47";1057141;16
"11346";"User_826";"48";1057409;2
"11347";"User_826";"49";1057443;80
"10372";"User_826";"5";1056928;5
"11348";"User_826";"50";1057502;156
"11349";"User_826";"51";1057409;13
"11351";"User_826";"52";1057443;1
"11352";"User_826";"53";1057502;216
"11358";"User_826";"54";1057569;31
"11360";"User_826";"55";1057615;17
"11361";"User_826";"56";1057671;11
"11362";"User_826";"57";1057615;5
"11363";"User_826";"58";1057569;102
"11365";"User_826";"59";1057671;6
"10373";"User_826";"6";1056945;1
"11366";"User_826";"60";1057759;105
"11370";"User_826";"61";1056980;3
"11371";"User_826";"62";1057023;6
"11372";"User_826";"63";1057074;16
"11373";"User_826";"64";1057141;NA
"11440";"User_826";"65";1057671;2
"11441";"User_826";"66";1057759;1062
"11446";"User_826";"67";1057824;24
"11447";"User_826";"68";1057569;1
"11448";"User_826";"69";1057615;NA
"10374";"User_826";"7";1056955;161
"11966";"User_826";"70";1057141;NA
"14353";"User_826";"71";1057141;NA
"10382";"User_826";"8";1056980;NA
"10415";"User_826";"9";1057023;822
"10352";"User_827";"1";1057671;44
"10353";"User_827";"2";1057759;43
"10354";"User_827";"3";1057824;37
"10355";"User_827";"4";1059094;14
"10356";"User_827";"5";1059159;NA
"10357";"User_828";"1";1057253;1
"10358";"User_828";"2";1057300;1
"10359";"User_828";"3";1057363;NA
"10363";"User_829";"1";1057409;10
"10380";"User_829";"10";1056980;6
"10381";"User_829";"11";1057023;206
"10383";"User_829";"12";1057074;NA
"10365";"User_829";"2";1057443;206
"10370";"User_829";"3";1057253;13
"10371";"User_829";"4";1057300;25
"10375";"User_829";"5";1057363;9
"10376";"User_829";"6";1056909;4
"10377";"User_829";"7";1056928;3
"10378";"User_829";"8";1056945;1
"10379";"User_829";"9";1056955;11
"618";"User_83";"1";1056980;5
"1241";"User_83";"10";1056945;2
"1242";"User_83";"11";1056955;10
"1244";"User_83";"12";1056980;2
"1245";"User_83";"13";1057023;14
"1246";"User_83";"14";1057074;NA
"1719";"User_83";"15";1059094;9
"1720";"User_83";"16";1057569;5
"1721";"User_83";"17";1057615;1546
"1744";"User_83";"18";1057615;NA
"9419";"User_83";"19";1056764;52
"619";"User_83";"2";1057023;21
"9424";"User_83";"20";1056793;NA
"21566";"User_83";"21";1056909;2
"21567";"User_83";"22";1056928;3
"21568";"User_83";"23";1056980;1
"21569";"User_83";"24";1057023;2
"21570";"User_83";"25";1057074;2
"21571";"User_83";"26";1057141;NA
"620";"User_83";"3";1057074;6
"621";"User_83";"4";1057141;NA
"1235";"User_83";"5";1056764;18
"1236";"User_83";"6";1056793;4
"1237";"User_83";"7";1056865;318
"1239";"User_83";"8";1056909;4
"1240";"User_83";"9";1056928;4
"10384";"User_830";"1";1056764;2
"10641";"User_830";"10";1056955;5
"10642";"User_830";"11";1056980;2
"10643";"User_830";"12";1057023;1
"10644";"User_830";"13";1057074;1
"10645";"User_830";"14";1057141;10
"10646";"User_830";"15";1057179;6
"10647";"User_830";"16";1057199;5
"10648";"User_830";"17";1057253;2
"10649";"User_830";"18";1057300;1
"10650";"User_830";"19";1057363;4
"10385";"User_830";"2";1056793;1
"10651";"User_830";"20";1057409;5
"10652";"User_830";"21";1057569;1
"10653";"User_830";"22";1057615;NA
"10386";"User_830";"3";1056865;NA
"10635";"User_830";"4";1056764;2
"10636";"User_830";"5";1056793;1
"10637";"User_830";"6";1056865;12
"10638";"User_830";"7";1056909;2
"10639";"User_830";"8";1056928;1
"10640";"User_830";"9";1056945;1
"10404";"User_831";"1";1056764;61
"10559";"User_831";"10";1056928;1
"11284";"User_831";"100";1057615;837
"11292";"User_831";"101";1057671;14
"11294";"User_831";"102";1056980;357
"11305";"User_831";"103";1057671;12
"11306";"User_831";"104";1057671;NA
"11335";"User_831";"105";1057759;NA
"11429";"User_831";"106";1057824;NA
"11471";"User_831";"107";1057824;1
"11472";"User_831";"108";1057759;1
"11473";"User_831";"109";1057671;1604
"10560";"User_831";"11";1056945;NA
"11492";"User_831";"110";1059094;991
"11505";"User_831";"111";1059159;NA
"11679";"User_831";"112";1059094;1680
"11690";"User_831";"113";1059159;NA
"11893";"User_831";"114";1059094;3
"11894";"User_831";"115";1059159;NA
"12124";"User_831";"116";1059094;NA
"12160";"User_831";"117";1056764;4
"12161";"User_831";"118";1056793;1
"12162";"User_831";"119";1056865;NA
"10599";"User_831";"12";1056955;1223
"12799";"User_831";"120";1057253;1776
"12814";"User_831";"121";1056909;26
"12815";"User_831";"122";1056928;10
"12816";"User_831";"123";1056945;57
"12817";"User_831";"124";1056955;5
"12818";"User_831";"125";1056980;2
"12819";"User_831";"126";1057023;3
"12820";"User_831";"127";1057074;10
"12821";"User_831";"128";1057141;19
"12822";"User_831";"129";1057179;2
"10600";"User_831";"13";1056980;16
"12823";"User_831";"130";1057199;7
"12824";"User_831";"131";1057253;9
"12825";"User_831";"132";1057300;28
"12826";"User_831";"133";1057300;NA
"13771";"User_831";"134";1059094;NA
"17012";"User_831";"135";1059094;NA
"18076";"User_831";"136";1057569;1
"18077";"User_831";"137";1057615;480
"18082";"User_831";"138";1057409;10
"18083";"User_831";"139";1056980;2
"10601";"User_831";"14";1057023;3
"18084";"User_831";"140";1057023;5
"18085";"User_831";"141";1057074;NA
"10602";"User_831";"15";1057074;6
"10603";"User_831";"16";1057141;NA
"10678";"User_831";"17";1057141;706
"10688";"User_831";"18";1057074;1
"10689";"User_831";"19";1057023;1
"10405";"User_831";"2";1056793;14
"10690";"User_831";"20";1056980;NA
"10731";"User_831";"21";1057179;1
"10732";"User_831";"22";1057199;26
"10733";"User_831";"23";1057253;2
"10734";"User_831";"24";1057300;1
"10735";"User_831";"25";1057363;64
"10736";"User_831";"26";1057409;2
"10737";"User_831";"27";1057443;1
"10738";"User_831";"28";1057502;20
"10739";"User_831";"29";1057569;2
"10406";"User_831";"3";1056865;NA
"10740";"User_831";"30";1057615;17
"10741";"User_831";"31";1057671;1
"10742";"User_831";"32";1057759;2
"10743";"User_831";"33";1057824;23
"10744";"User_831";"34";1059094;2
"10745";"User_831";"35";1059159;36
"10746";"User_831";"36";1057179;35
"10747";"User_831";"37";1056980;2
"10748";"User_831";"38";1057023;1
"10749";"User_831";"39";1057074;1
"10553";"User_831";"4";1056764;6
"10750";"User_831";"40";1057141;95
"10751";"User_831";"41";1057179;NA
"10797";"User_831";"42";1056980;2
"10798";"User_831";"43";1057023;1
"10799";"User_831";"44";1057074;1
"10800";"User_831";"45";1057141;922
"10801";"User_831";"46";1057179;1394
"10802";"User_831";"47";1057199;94
"10803";"User_831";"48";1057179;1
"10804";"User_831";"49";1057199;622
"10554";"User_831";"5";1056764;9
"10809";"User_831";"50";1057253;18
"10810";"User_831";"51";1057300;6
"10811";"User_831";"52";1057363;NA
"10875";"User_831";"53";1057409;2
"10876";"User_831";"54";1057443;2
"10877";"User_831";"55";1057502;26
"10878";"User_831";"56";1057253;40
"10880";"User_831";"57";1057300;1461
"10895";"User_831";"58";1057300;632
"10896";"User_831";"59";1057363;NA
"10555";"User_831";"6";1056793;1
"10935";"User_831";"60";1057253;122
"10938";"User_831";"61";1057409;10
"10939";"User_831";"62";1056764;2
"10940";"User_831";"63";1056793;1
"10941";"User_831";"64";1056865;29
"10942";"User_831";"65";1056909;2
"10943";"User_831";"66";1056928;1
"10944";"User_831";"67";1056945;1
"10945";"User_831";"68";1056955;201
"10947";"User_831";"69";1057253;2
"10556";"User_831";"7";1056865;1053
"10948";"User_831";"70";1057300;1
"10949";"User_831";"71";1057363;4
"10950";"User_831";"72";1057409;2
"10951";"User_831";"73";1057443;1
"10952";"User_831";"74";1057502;NA
"11042";"User_831";"75";1056980;2
"11043";"User_831";"76";1057023;1
"11044";"User_831";"77";1057074;1
"11045";"User_831";"78";1057141;363
"11046";"User_831";"79";1057409;2
"10557";"User_831";"8";1056909;21
"11047";"User_831";"80";1057443;1
"11048";"User_831";"81";1057502;NA
"11055";"User_831";"82";1057443;NA
"11065";"User_831";"83";1057502;328
"11073";"User_831";"84";1057502;NA
"11110";"User_831";"85";1057443;858
"11116";"User_831";"86";1057502;1114
"11123";"User_831";"87";1057569;7
"11125";"User_831";"88";1057615;251
"11135";"User_831";"89";1057671;NA
"10558";"User_831";"9";1056909;31
"11247";"User_831";"90";1057569;344
"11248";"User_831";"91";1057569;778
"11253";"User_831";"92";1057615;3003
"11257";"User_831";"93";1057615;364
"11260";"User_831";"94";1057569;NA
"11274";"User_831";"95";1057615;1
"11275";"User_831";"96";1057569;760
"11276";"User_831";"97";1057615;863
"11281";"User_831";"98";1057569;27
"11283";"User_831";"99";1057569;1
"10414";"User_832";"1";1056764;363
"10417";"User_832";"2";1056793;88
"10419";"User_832";"3";1056865;1175
"10430";"User_832";"4";1056909;NA
"10428";"User_833";"1";1057179;43
"10440";"User_833";"10";1057615;47
"10441";"User_833";"11";1057671;11
"10442";"User_833";"12";1057759;NA
"10429";"User_833";"2";1057199;101
"10431";"User_833";"3";1057253;175
"10432";"User_833";"4";1057300;71
"10433";"User_833";"5";1057363;54
"10434";"User_833";"6";1057409;162
"10437";"User_833";"7";1057443;110
"10438";"User_833";"8";1057502;79
"10439";"User_833";"9";1057569;7
"10470";"User_834";"1";1056764;9
"10471";"User_834";"2";1056793;NA
"10484";"User_835";"1";1057253;11
"10485";"User_835";"2";1057300;63
"10487";"User_835";"3";1057363;NA
"10503";"User_836";"1";1056764;11
"10504";"User_836";"2";1056793;1
"10505";"User_836";"3";1056865;9
"10506";"User_836";"4";1056928;3
"10507";"User_836";"5";1056945;1
"10508";"User_836";"6";1056955;5
"10509";"User_836";"7";1057023;2
"10510";"User_836";"8";1057074;4
"10511";"User_836";"9";1057141;NA
"10542";"User_837";"1";1056909;4
"10543";"User_837";"2";1056928;3
"10544";"User_837";"3";1056945;14
"10545";"User_837";"4";1056955;NA
"10561";"User_838";"1";1056764;41
"10562";"User_838";"2";1056793;NA
"10563";"User_839";"1";1057409;82
"10577";"User_839";"10";1057300;3
"10578";"User_839";"11";1057363;341
"10582";"User_839";"12";1057409;350
"10584";"User_839";"13";1057253;2
"10585";"User_839";"14";1057300;1
"10586";"User_839";"15";1057363;81
"10587";"User_839";"16";1057409;1655
"10590";"User_839";"17";1057443;22
"10591";"User_839";"18";1057502;204
"10592";"User_839";"19";1057569;2
"10569";"User_839";"2";1057253;5
"10593";"User_839";"20";1057615;18
"10594";"User_839";"21";1057671;2
"10595";"User_839";"22";1057759;NA
"10669";"User_839";"23";1057824;134
"10675";"User_839";"24";1059094;375
"10676";"User_839";"25";1057671;2
"10677";"User_839";"26";1057759;423
"10686";"User_839";"27";1059094;2
"10687";"User_839";"28";1059159;NA
"10792";"User_839";"29";1057671;2
"10570";"User_839";"3";1056980;2
"10793";"User_839";"30";1057759;1
"10794";"User_839";"31";1057824;5
"10795";"User_839";"32";1059094;1
"10796";"User_839";"33";1059159;NA
"10571";"User_839";"4";1057023;3
"10572";"User_839";"5";1057074;4
"10573";"User_839";"6";1057141;9
"10574";"User_839";"7";1057179;2
"10575";"User_839";"8";1057199;4
"10576";"User_839";"9";1057253;4
"622";"User_84";"1";1056980;16
"643";"User_84";"10";1056865;1
"644";"User_84";"11";1056764;0
"645";"User_84";"12";1056793;78
"646";"User_84";"13";1056928;1
"647";"User_84";"14";1056945;1
"648";"User_84";"15";1056955;NA
"786";"User_84";"16";1057179;123
"787";"User_84";"17";1057199;87
"788";"User_84";"18";1057253;225
"789";"User_84";"19";1057300;495
"623";"User_84";"2";1057023;26
"792";"User_84";"20";1057363;309
"795";"User_84";"21";1057409;186
"796";"User_84";"22";1057443;282
"797";"User_84";"23";1057502;989
"801";"User_84";"24";1057569;260
"802";"User_84";"25";1057615;NA
"986";"User_84";"26";1057671;156
"987";"User_84";"27";1057759;489
"988";"User_84";"28";1057824;NA
"1333";"User_84";"29";1056980;7
"624";"User_84";"3";1057074;22
"1334";"User_84";"30";1057023;87
"1335";"User_84";"31";1057074;39
"1336";"User_84";"32";1057141;184
"1337";"User_84";"33";1057179;121
"1338";"User_84";"34";1057199;62
"1339";"User_84";"35";1057253;122
"1340";"User_84";"36";1057300;155
"1342";"User_84";"37";1057363;151
"1343";"User_84";"38";1057409;152
"1344";"User_84";"39";1057443;66
"625";"User_84";"4";1056764;71
"1347";"User_84";"40";1057502;258
"1348";"User_84";"41";1057569;4
"1349";"User_84";"42";1057615;26
"1350";"User_84";"43";1057671;2
"1351";"User_84";"44";1057759;178
"1352";"User_84";"45";1057824;213
"1353";"User_84";"46";1059094;23
"1354";"User_84";"47";1059159;76
"1355";"User_84";"48";1057569;2
"1356";"User_84";"49";1057615;1877
"626";"User_84";"5";1056909;196
"1380";"User_84";"50";1057409;5
"1381";"User_84";"51";1057443;317
"1387";"User_84";"52";1057502;13
"1388";"User_84";"53";1059094;2
"1389";"User_84";"54";1059159;782
"1399";"User_84";"55";1056980;2
"1400";"User_84";"56";1057023;5
"1401";"User_84";"57";1057074;NA
"1717";"User_84";"58";1057759;2
"1718";"User_84";"59";1057824;232
"627";"User_84";"6";1056764;20
"1722";"User_84";"60";1057569;5
"1723";"User_84";"61";1057615;1412
"1745";"User_84";"62";1057671;1
"1746";"User_84";"63";1057759;1
"1747";"User_84";"64";1057824;1642
"1752";"User_84";"65";1057824;NA
"628";"User_84";"7";1056793;95
"629";"User_84";"8";1056865;289
"642";"User_84";"9";1056909;13
"10588";"User_840";"1";1057671;2
"10589";"User_840";"2";1057759;NA
"10605";"User_841";"1";1056764;260
"10619";"User_841";"10";1057074;493
"10623";"User_841";"11";1057141;1163
"10632";"User_841";"12";1057179;3
"10634";"User_841";"13";1056980;200
"10654";"User_841";"14";1057179;229
"10655";"User_841";"15";1057179;582
"10656";"User_841";"16";1057199;226
"10657";"User_841";"17";1057253;323
"10658";"User_841";"18";1057300;40
"10659";"User_841";"19";1057199;1
"10606";"User_841";"2";1056865;405
"10660";"User_841";"20";1057300;505
"10661";"User_841";"21";1057363;260
"10662";"User_841";"22";1057363;263
"10666";"User_841";"23";1057409;2201
"10694";"User_841";"24";1057443;569
"10698";"User_841";"25";1057502;613
"10705";"User_841";"26";1057569;6
"10706";"User_841";"27";1057671;8
"10707";"User_841";"28";1057759;1
"10708";"User_841";"29";1057824;9
"10607";"User_841";"3";1056909;33
"10709";"User_841";"30";1057569;117
"10710";"User_841";"31";1057569;7
"10711";"User_841";"32";1057615;629
"10712";"User_841";"33";1057671;3
"10713";"User_841";"34";1057759;1
"10714";"User_841";"35";1057824;NA
"11003";"User_841";"36";1057671;58
"11004";"User_841";"37";1059094;201
"11005";"User_841";"38";1059159;2176
"11017";"User_841";"39";1057569;4
"10608";"User_841";"4";1056909;49
"11018";"User_841";"40";1057615;2138
"11023";"User_841";"41";1057569;1
"11024";"User_841";"42";1057615;165
"11025";"User_841";"43";1057671;2
"11026";"User_841";"44";1057759;2191
"11049";"User_841";"45";1057569;2
"11050";"User_841";"46";1057615;184
"11051";"User_841";"47";1059094;2
"11052";"User_841";"48";1059159;NA
"11099";"User_841";"49";1057671;1
"10609";"User_841";"5";1056928;6
"11100";"User_841";"50";1057759;1
"11101";"User_841";"51";1057824;NA
"11119";"User_841";"52";1059094;1
"11120";"User_841";"53";1059159;321
"11128";"User_841";"54";1057179;6
"11129";"User_841";"55";1057199;12
"11130";"User_841";"56";1057671;2
"11131";"User_841";"57";1057759;268
"11136";"User_841";"58";1057824;594
"11142";"User_841";"59";1059094;2
"10610";"User_841";"6";1056945;1
"11143";"User_841";"60";1059159;NA
"10611";"User_841";"7";1056955;451
"10612";"User_841";"8";1056980;NA
"10616";"User_841";"9";1057023;474
"10613";"User_842";"1";1057253;5
"10614";"User_842";"2";1057300;1
"10615";"User_842";"3";1057363;NA
"10617";"User_843";"1";1057409;2
"10770";"User_843";"10";1057199;117
"10771";"User_843";"11";1057253;3
"10772";"User_843";"12";1057569;4
"10773";"User_843";"13";1057615;19
"10774";"User_843";"14";1057671;13
"10775";"User_843";"15";1057759;444
"10776";"User_843";"16";1057824;9
"10777";"User_843";"17";1059094;4
"10778";"User_843";"18";1059159;NA
"14366";"User_843";"19";1057253;NA
"10618";"User_843";"2";1057443;597
"14408";"User_843";"20";1057300;65
"14409";"User_843";"21";1057363;1192
"14423";"User_843";"22";1057569;10
"14424";"User_843";"23";1057615;NA
"15396";"User_843";"24";1057409;1
"15397";"User_843";"25";1057443;12
"15398";"User_843";"26";1057502;12
"15399";"User_843";"27";1057569;2
"15400";"User_843";"28";1057615;NA
"15996";"User_843";"29";1057569;2
"10620";"User_843";"3";1057502;57
"15997";"User_843";"30";1057615;NA
"19111";"User_843";"31";1057409;NA
"10621";"User_843";"4";1057569;1
"10622";"User_843";"5";1057615;3775
"10663";"User_843";"6";1057502;1
"10664";"User_843";"7";1057443;3
"10665";"User_843";"8";1057409;NA
"10769";"User_843";"9";1057179;13
"10629";"User_844";"1";1056980;4
"10630";"User_844";"2";1057023;54
"10631";"User_844";"3";1057074;13
"10633";"User_844";"4";1057141;NA
"10667";"User_845";"1";1056764;72
"10693";"User_845";"10";1056865;NA
"12358";"User_845";"11";1056909;NA
"12359";"User_845";"12";1056764;1203
"12367";"User_845";"13";1056909;25
"12368";"User_845";"14";1056928;5
"12369";"User_845";"15";1056945;602
"12376";"User_845";"16";1056909;10
"12377";"User_845";"17";1056928;3
"12378";"User_845";"18";1056945;2
"12379";"User_845";"19";1056955;NA
"10668";"User_845";"2";1056793;133
"12496";"User_845";"20";1056909;1
"12497";"User_845";"21";1056928;5
"12498";"User_845";"22";1056945;NA
"10670";"User_845";"3";1056865;28
"10671";"User_845";"4";1056980;2
"10672";"User_845";"5";1057023;1
"10673";"User_845";"6";1057074;1
"10674";"User_845";"7";1057141;1526
"10691";"User_845";"8";1056764;10
"10692";"User_845";"9";1056793;2
"10679";"User_846";"1";1056865;1
"10680";"User_846";"2";1056793;1
"10681";"User_846";"3";1056764;41
"10682";"User_846";"4";1056928;1
"10683";"User_846";"5";1056909;1
"10684";"User_846";"6";1056955;1
"10685";"User_846";"7";1056945;NA
"10715";"User_847";"1";1056909;2
"10716";"User_847";"2";1056928;1
"10717";"User_847";"3";1056945;593
"10721";"User_847";"4";1057671;5
"10722";"User_847";"5";1057759;157
"10723";"User_847";"6";1059094;2
"10724";"User_847";"7";1059159;NA
"10718";"User_848";"1";1056764;4
"10719";"User_848";"2";1056793;10
"10720";"User_848";"3";1056865;NA
"10765";"User_849";"1";1056764;4
"12319";"User_849";"10";1056955;14
"12320";"User_849";"11";1056980;146
"12321";"User_849";"12";1057023;390
"12337";"User_849";"13";1057074;191
"12338";"User_849";"14";1057141;NA
"12901";"User_849";"15";1056980;4
"12902";"User_849";"16";1057023;2
"12903";"User_849";"17";1057074;2
"12904";"User_849";"18";1057141;NA
"10766";"User_849";"2";1056793;1
"10767";"User_849";"3";1056865;NA
"12308";"User_849";"4";1056764;217
"12309";"User_849";"5";1056793;205
"12315";"User_849";"6";1056865;347
"12316";"User_849";"7";1056909;9
"12317";"User_849";"8";1056928;21
"12318";"User_849";"9";1056945;1
"630";"User_85";"1";1056764;2
"1673";"User_85";"10";1057615;NA
"1724";"User_85";"11";1057671;103
"1725";"User_85";"12";1057759;1236
"1748";"User_85";"13";1057824;503
"1751";"User_85";"14";1059094;1195
"1753";"User_85";"15";1059159;NA
"2321";"User_85";"16";1059094;11
"2322";"User_85";"17";1057409;12
"2323";"User_85";"18";1057502;1
"2324";"User_85";"19";1057443;4
"631";"User_85";"2";1056793;1
"2325";"User_85";"20";1057569;2
"2326";"User_85";"21";1057615;2555
"2370";"User_85";"22";1057409;30
"2371";"User_85";"23";1057443;6
"2372";"User_85";"24";1057502;1540
"2374";"User_85";"25";1057615;1
"2375";"User_85";"26";1057569;NA
"2396";"User_85";"27";1057253;NA
"16405";"User_85";"28";1056764;17
"16406";"User_85";"29";1056793;12
"632";"User_85";"3";1056865;13
"16407";"User_85";"30";1056865;NA
"633";"User_85";"4";1057569;9
"634";"User_85";"5";1057615;990
"657";"User_85";"6";1057671;NA
"1660";"User_85";"7";1057569;832
"1670";"User_85";"8";1057409;64
"1672";"User_85";"9";1057443;174
"10790";"User_850";"1";1056764;NA
"10816";"User_851";"1";1056764;661
"10850";"User_851";"10";1057023;265
"10866";"User_851";"11";1057074;NA
"13395";"User_851";"12";1059094;3
"13396";"User_851";"13";1059159;1695
"13399";"User_851";"14";1057179;23
"13400";"User_851";"15";1057199;47
"13401";"User_851";"16";1057409;27
"13402";"User_851";"17";1057443;32
"13403";"User_851";"18";1057502;1537
"13404";"User_851";"19";1057569;48
"10819";"User_851";"2";1056793;157
"13405";"User_851";"20";1057502;1
"13406";"User_851";"21";1057443;1
"13407";"User_851";"22";1057409;NA
"10820";"User_851";"3";1056865;737
"10825";"User_851";"4";1056909;90
"10826";"User_851";"5";1057253;531
"10833";"User_851";"6";1056928;12
"10834";"User_851";"7";1056945;2
"10835";"User_851";"8";1056955;192
"10841";"User_851";"9";1056980;71
"10869";"User_852";"1";1056764;NA
"10870";"User_853";"1";1056980;8
"10884";"User_853";"10";1056945;1
"10885";"User_853";"11";1056955;41
"10886";"User_853";"12";1057253;43
"10887";"User_853";"13";1057300;36
"10888";"User_853";"14";1057363;20
"10889";"User_853";"15";1057409;61
"10890";"User_853";"16";1057443;43
"10891";"User_853";"17";1057502;3098
"10897";"User_853";"18";1057569;71
"10898";"User_853";"19";1057615;183
"10871";"User_853";"2";1057023;13
"10899";"User_853";"20";1059094;83
"10900";"User_853";"21";1059159;3724
"10905";"User_853";"22";1057569;6
"10906";"User_853";"23";1057615;15
"10907";"User_853";"24";1056909;2
"10908";"User_853";"25";1056928;1
"10909";"User_853";"26";1056945;2
"10910";"User_853";"27";1056955;3
"10911";"User_853";"28";1056980;2
"10912";"User_853";"29";1057023;1
"10872";"User_853";"3";1057074;7
"10913";"User_853";"30";1057074;1
"10914";"User_853";"31";1057141;42
"10915";"User_853";"32";1057363;1
"10916";"User_853";"33";1057300;2
"10917";"User_853";"34";1057253;1047
"10925";"User_853";"35";1057409;4
"10926";"User_853";"36";1057443;2
"10927";"User_853";"37";1057502;NA
"11583";"User_853";"38";1057671;1
"11584";"User_853";"39";1057759;NA
"10873";"User_853";"4";1057141;32
"10874";"User_853";"5";1057671;58
"10879";"User_853";"6";1057759;149
"10881";"User_853";"7";1057824;77
"10882";"User_853";"8";1056909;1
"10883";"User_853";"9";1056928;1
"10892";"User_854";"1";1056764;4
"10893";"User_854";"2";1056793;1
"10894";"User_854";"3";1056865;NA
"10901";"User_855";"1";1057179;NA
"10902";"User_856";"1";1056764;138
"10924";"User_856";"10";1056928;480
"10931";"User_856";"11";1056909;2
"10932";"User_856";"12";1056945;1
"10933";"User_856";"13";1056928;1
"10934";"User_856";"14";1056955;333
"10936";"User_856";"15";1056980;30
"10937";"User_856";"16";1056980;117
"10946";"User_856";"17";1057023;508
"10955";"User_856";"18";1057074;414
"10956";"User_856";"19";1057023;6
"10903";"User_856";"2";1056793;132
"10957";"User_856";"20";1057074;1
"10958";"User_856";"21";1057141;83
"10959";"User_856";"22";1057141;425
"10960";"User_856";"23";1057179;2
"10961";"User_856";"24";1057199;91
"10962";"User_856";"25";1057253;2
"10963";"User_856";"26";1057300;1
"10964";"User_856";"27";1057363;10
"10965";"User_856";"28";1057409;2
"10966";"User_856";"29";1057443;1
"10904";"User_856";"3";1056865;302
"10967";"User_856";"30";1057502;5
"10968";"User_856";"31";1057569;3
"10969";"User_856";"32";1057615;5
"10970";"User_856";"33";1057671;2
"10971";"User_856";"34";1057759;1
"10972";"User_856";"35";1057824;11
"10973";"User_856";"36";1057179;NA
"11056";"User_856";"37";1057179;1692
"11066";"User_856";"38";1057199;450
"11074";"User_856";"39";1057253;1015
"10918";"User_856";"4";1056909;70
"11076";"User_856";"40";1057363;1
"11077";"User_856";"41";1057300;NA
"11085";"User_856";"42";1057253;2221
"11088";"User_856";"43";1057253;808
"11102";"User_856";"44";1057300;56
"11103";"User_856";"45";1057363;NA
"11558";"User_856";"46";1057253;4
"11559";"User_856";"47";1057363;1
"11560";"User_856";"48";1057300;1887
"11561";"User_856";"49";1057409;233
"10919";"User_856";"5";1056928;15
"11562";"User_856";"50";1057409;2087
"11578";"User_856";"51";1057443;0
"11579";"User_856";"52";1057502;NA
"13193";"User_856";"53";1057569;NA
"13263";"User_856";"54";1057409;131
"13264";"User_856";"55";1056980;9
"13265";"User_856";"56";1057409;38
"13266";"User_856";"57";1057443;113
"13267";"User_856";"58";1057502;60
"13268";"User_856";"59";1056980;2
"10920";"User_856";"6";1056945;563
"13269";"User_856";"60";1057023;781
"13270";"User_856";"61";1057409;2
"13271";"User_856";"62";1057443;1
"13272";"User_856";"63";1057502;1048
"13275";"User_856";"64";1056980;2
"13276";"User_856";"65";1057141;1
"13277";"User_856";"66";1057074;1
"13278";"User_856";"67";1057023;503
"13280";"User_856";"68";1057409;2
"13281";"User_856";"69";1057443;1
"10921";"User_856";"7";1056955;178
"13282";"User_856";"70";1057502;NA
"13320";"User_856";"71";1057179;13
"13321";"User_856";"72";1057199;34
"13322";"User_856";"73";1057569;244
"13323";"User_856";"74";1057615;214
"13327";"User_856";"75";1057671;458
"13328";"User_856";"76";1057824;1
"13329";"User_856";"77";1057759;NA
"13507";"User_856";"78";1059094;4
"13508";"User_856";"79";1059159;NA
"10922";"User_856";"8";1056909;3
"14357";"User_856";"80";1059094;NA
"15924";"User_856";"81";1059094;15
"15925";"User_856";"82";1057671;84
"15926";"User_856";"83";1057759;258
"15927";"User_856";"84";1057824;881
"15931";"User_856";"85";1057671;2
"15932";"User_856";"86";1057759;360
"15933";"User_856";"87";1057824;860
"15938";"User_856";"88";1059159;NA
"16106";"User_856";"89";1057569;1
"10923";"User_856";"9";1056945;1
